Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Tuesday,17:00,230,12,0,3 hr 50 min
2,11,Wednesday,08:00,230,12,0,3 hr 50 min
3,24,Tuesday,10:00,110,15,0,1 hr 50 min
4,23,Monday,08:00,170,12,0,2 hr 50 min
5,14,Wednesday,10:00,230,15,0,3 hr 50 min
6,19,Wednesday,12:00,110,12,0,1 hr 50 min
7,32,Monday,14:00,110,15,0,1 hr 50 min
8,6,Monday,17:00,110,15,0,1 hr 50 min
9,4,Monday,11:00,110,15,0,1 hr 50 min
10,29,Tuesday,14:00,230,12,0,3 hr 50 min
11,6,Monday,16:00,110,12,0,1 hr 50 min
12,26,Monday,17:00,230,15,0,3 hr 50 min
13,4,Monday,12:00,230,15,0,3 hr 50 min
14,2,Monday,12:00,110,12,0,1 hr 50 min
15,8,Monday,08:00,170,15,0,2 hr 50 min
16,12,Monday,16:00,110,12,0,1 hr 50 min
17,20,Tuesday,15:00,170,15,0,2 hr 50 min
18,29,Wednesday,09:00,230,12,0,3 hr 50 min
19,8,Monday,12:00,170,12,0,2 hr 50 min
20,14,Monday,09:00,170,15,0,2 hr 50 min
21,22,Tuesday,16:00,110,15,0,1 hr 50 min
22,12,Monday,15:00,230,15,0,3 hr 50 min
23,14,Monday,08:00,170,15,0,2 hr 50 min
24,13,Wednesday,11:00,170,12,0,2 hr 50 min
25,12,Tuesday,17:00,230,15,0,3 hr 50 min
26,5,Monday,12:00,170,15,0,2 hr 50 min
27,22,Wednesday,08:00,170,15,0,2 hr 50 min
28,23,Monday,14:00,230,12,0,3 hr 50 min
29,16,Monday,14:00,110,12,0,1 hr 50 min
30,3,Wednesday,15:00,170,15,0,2 hr 50 min
31,13,Monday,16:00,230,15,0,3 hr 50 min
32,16,Tuesday,15:00,170,12,0,2 hr 50 min
33,22,Monday,09:00,170,12,0,2 hr 50 min
34,8,Wednesday,11:00,110,12,0,1 hr 50 min
35,23,Wednesday,14:00,110,12,0,1 hr 50 min
36,30,Tuesday,16:00,230,12,0,3 hr 50 min
37,3,Wednesday,14:00,170,12,0,2 hr 50 min
38,27,Monday,09:00,170,15,0,2 hr 50 min
39,27,Tuesday,11:00,170,12,0,2 hr 50 min
40,7,Tuesday,15:00,110,15,0,1 hr 50 min
41,8,Wednesday,15:00,110,12,0,1 hr 50 min
42,25,Wednesday,11:00,230,12,0,3 hr 50 min
43,30,Monday,09:00,110,15,0,1 hr 50 min
44,2,Tuesday,16:00,110,12,0,1 hr 50 min
45,3,Monday,09:00,230,15,0,3 hr 50 min
46,30,Tuesday,13:00,110,12,0,1 hr 50 min
47,27,Wednesday,13:00,230,15,0,3 hr 50 min
48,15,Monday,16:00,170,12,0,2 hr 50 min
49,15,Wednesday,08:00,170,12,0,2 hr 50 min
50,23,Monday,12:00,110,12,0,1 hr 50 min
51,22,Monday,14:00,110,12,0,1 hr 50 min
52,21,Tuesday,08:00,170,12,0,2 hr 50 min
53,16,Monday,15:00,110,15,0,1 hr 50 min
54,22,Monday,15:00,230,12,0,3 hr 50 min
55,3,Tuesday,12:00,170,15,0,2 hr 50 min
56,25,Tuesday,16:00,230,15,0,3 hr 50 min
57,21,Wednesday,08:00,170,12,0,2 hr 50 min
58,16,Tuesday,13:00,110,15,0,1 hr 50 min
59,17,Wednesday,14:00,110,12,0,1 hr 50 min
60,16,Wednesday,08:00,110,12,0,1 hr 50 min
61,17,Wednesday,14:00,110,12,0,1 hr 50 min
62,22,Monday,09:00,170,15,0,2 hr 50 min
63,16,Wednesday,10:00,230,15,0,3 hr 50 min
64,21,Monday,09:00,110,15,0,1 hr 50 min
65,7,Wednesday,15:00,230,12,0,3 hr 50 min
66,27,Tuesday,11:00,230,15,0,3 hr 50 min
67,27,Wednesday,15:00,230,15,0,3 hr 50 min
68,27,Tuesday,13:00,110,15,0,1 hr 50 min
69,21,Monday,16:00,230,15,0,3 hr 50 min
70,25,Tuesday,15:00,230,15,0,3 hr 50 min
71,21,Wednesday,11:00,110,12,0,1 hr 50 min
72,16,Monday,16:00,230,12,0,3 hr 50 min
73,21,Wednesday,09:00,110,12,0,1 hr 50 min
74,23,Tuesday,17:00,170,15,0,2 hr 50 min
75,8,Monday,17:00,110,12,0,1 hr 50 min
