Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Monday,08:00,230,15,0,3 hr 50 min
2,6,Monday,12:00,170,15,0,2 hr 50 min
3,23,Monday,12:00,110,15,0,1 hr 50 min
4,35,Monday,11:00,230,15,0,3 hr 50 min
5,7,Tuesday,17:00,110,15,0,1 hr 50 min
6,32,Tuesday,12:00,110,12,0,1 hr 50 min
7,29,Wednesday,15:00,170,15,0,2 hr 50 min
8,7,Wednesday,12:00,230,15,0,3 hr 50 min
9,34,Wednesday,11:00,170,15,0,2 hr 50 min
10,21,Monday,09:00,230,15,0,3 hr 50 min
11,17,Monday,15:00,170,15,0,2 hr 50 min
12,19,Wednesday,10:00,230,12,0,3 hr 50 min
13,5,Tuesday,16:00,170,15,0,2 hr 50 min
14,4,Tuesday,16:00,110,12,0,1 hr 50 min
15,23,Monday,13:00,110,12,0,1 hr 50 min
16,8,Wednesday,14:00,110,12,0,1 hr 50 min
17,11,Wednesday,15:00,110,15,0,1 hr 50 min
18,24,Wednesday,11:00,110,15,0,1 hr 50 min
19,8,Wednesday,11:00,170,15,0,2 hr 50 min
20,18,Tuesday,11:00,230,12,0,3 hr 50 min
21,22,Wednesday,08:00,170,12,0,2 hr 50 min
22,8,Tuesday,11:00,230,15,0,3 hr 50 min
23,24,Tuesday,09:00,170,12,0,2 hr 50 min
24,22,Tuesday,14:00,110,12,0,1 hr 50 min
25,23,Tuesday,17:00,170,15,0,2 hr 50 min
26,5,Wednesday,17:00,230,12,0,3 hr 50 min
27,22,Monday,14:00,170,12,0,2 hr 50 min
28,12,Monday,15:00,170,12,0,2 hr 50 min
29,22,Tuesday,10:00,110,12,0,1 hr 50 min
30,27,Monday,15:00,110,12,0,1 hr 50 min
31,30,Wednesday,12:00,110,12,0,1 hr 50 min
32,8,Monday,17:00,110,12,0,1 hr 50 min
33,23,Wednesday,12:00,110,15,0,1 hr 50 min
34,8,Wednesday,10:00,110,15,0,1 hr 50 min
35,8,Wednesday,11:00,170,12,0,2 hr 50 min
36,30,Tuesday,11:00,230,15,0,3 hr 50 min
37,27,Monday,12:00,170,12,0,2 hr 50 min
38,27,Wednesday,11:00,110,15,0,1 hr 50 min
39,27,Monday,13:00,170,12,0,2 hr 50 min
40,22,Wednesday,15:00,230,12,0,3 hr 50 min
41,8,Wednesday,09:00,170,15,0,2 hr 50 min
42,7,Wednesday,16:00,230,12,0,3 hr 50 min
43,30,Monday,16:00,230,12,0,3 hr 50 min
44,2,Wednesday,12:00,110,15,0,1 hr 50 min
45,3,Tuesday,12:00,110,12,0,1 hr 50 min
46,21,Wednesday,10:00,170,15,0,2 hr 50 min
47,13,Tuesday,17:00,110,12,0,1 hr 50 min
48,15,Wednesday,10:00,110,12,0,1 hr 50 min
49,15,Wednesday,13:00,230,15,0,3 hr 50 min
50,12,Monday,10:00,110,12,0,1 hr 50 min
51,13,Wednesday,09:00,110,15,0,1 hr 50 min
52,7,Tuesday,12:00,170,12,0,2 hr 50 min
53,25,Tuesday,12:00,110,12,0,1 hr 50 min
54,3,Monday,11:00,110,12,0,1 hr 50 min
55,27,Monday,14:00,170,12,0,2 hr 50 min
56,13,Wednesday,14:00,170,12,0,2 hr 50 min
57,7,Wednesday,12:00,230,12,0,3 hr 50 min
58,25,Wednesday,08:00,170,15,0,2 hr 50 min
59,17,Wednesday,16:00,110,15,0,1 hr 50 min
60,16,Tuesday,13:00,230,12,0,3 hr 50 min
61,3,Tuesday,11:00,170,15,0,2 hr 50 min
62,27,Tuesday,08:00,170,12,0,2 hr 50 min
63,17,Monday,08:00,170,15,0,2 hr 50 min
64,22,Tuesday,17:00,110,12,0,1 hr 50 min
65,22,Monday,17:00,110,12,0,1 hr 50 min
66,17,Wednesday,17:00,110,15,0,1 hr 50 min
67,22,Wednesday,11:00,110,12,0,1 hr 50 min
68,3,Monday,16:00,170,15,0,2 hr 50 min
69,3,Wednesday,16:00,230,15,0,3 hr 50 min
70,17,Tuesday,12:00,110,15,0,1 hr 50 min
71,17,Tuesday,11:00,230,12,0,3 hr 50 min
72,27,Monday,08:00,110,15,0,1 hr 50 min
73,27,Tuesday,10:00,230,15,0,3 hr 50 min
74,8,Monday,13:00,110,15,0,1 hr 50 min
75,23,Wednesday,10:00,110,15,0,1 hr 50 min
76,21,Monday,09:00,170,15,0,2 hr 50 min
77,21,Tuesday,15:00,230,12,0,3 hr 50 min
78,3,Monday,11:00,110,12,0,1 hr 50 min
79,30,Monday,11:00,110,15,0,1 hr 50 min
80,15,Monday,11:00,110,12,0,1 hr 50 min
81,26,Tuesday,11:00,110,15,0,1 hr 50 min
82,17,Tuesday,15:00,230,15,0,3 hr 50 min
83,22,Tuesday,08:00,170,15,0,2 hr 50 min
84,26,Wednesday,16:00,170,12,0,2 hr 50 min
85,26,Tuesday,11:00,110,12,0,1 hr 50 min
86,17,Tuesday,11:00,110,15,0,1 hr 50 min
87,21,Monday,09:00,170,15,0,2 hr 50 min
88,23,Tuesday,08:00,110,13,0,1 hr 50 min
89,27,Monday,15:00,230,15,0,3 hr 50 min
90,27,Monday,12:00,230,15,0,3 hr 50 min
91,3,Wednesday,17:00,170,12,0,2 hr 50 min
92,3,Monday,09:00,230,12,0,3 hr 50 min
93,22,Tuesday,14:00,110,15,0,1 hr 50 min
94,16,Wednesday,10:00,110,15,0,1 hr 50 min
95,16,Tuesday,17:00,230,12,0,3 hr 50 min
96,3,Wednesday,13:00,110,12,0,1 hr 50 min
97,21,Wednesday,11:00,230,15,0,3 hr 50 min
98,25,Monday,11:00,110,15,0,1 hr 50 min
99,27,Tuesday,10:00,170,12,0,2 hr 50 min
100,3,Monday,11:00,230,12,0,3 hr 50 min
101,27,Tuesday,12:00,230,15,0,3 hr 50 min
102,27,Tuesday,13:00,110,12,0,1 hr 50 min
103,22,Wednesday,17:00,110,12,0,1 hr 50 min
104,7,Monday,12:00,110,12,0,1 hr 50 min
105,21,Monday,09:00,170,15,0,2 hr 50 min
106,16,Wednesday,15:00,170,15,0,2 hr 50 min
107,8,Monday,09:00,110,12,0,1 hr 50 min
108,3,Wednesday,13:00,170,12,0,2 hr 50 min
109,3,Monday,15:00,110,15,0,1 hr 50 min
110,8,Monday,09:00,170,12,0,2 hr 50 min
111,8,Monday,17:00,230,15,0,3 hr 50 min
112,7,Tuesday,15:00,170,15,0,2 hr 50 min
113,16,Wednesday,16:00,110,12,0,1 hr 50 min
114,6,Tuesday,14:00,110,12,0,1 hr 50 min
115,17,Monday,12:00,230,15,0,3 hr 50 min
116,27,Tuesday,12:00,230,12,0,3 hr 50 min
117,16,Wednesday,10:00,230,15,0,3 hr 50 min
118,17,Monday,15:00,170,15,0,2 hr 50 min
119,17,Tuesday,11:00,110,15,0,1 hr 50 min
120,13,Tuesday,11:00,110,15,0,1 hr 50 min
121,30,Tuesday,09:00,110,15,0,1 hr 50 min
122,27,Monday,16:00,110,15,0,1 hr 50 min
123,27,Tuesday,09:00,230,12,0,3 hr 50 min
124,3,Monday,12:00,170,12,0,2 hr 50 min
125,16,Wednesday,15:00,170,15,0,2 hr 50 min
126,18,Monday,17:00,110,12,0,1 hr 50 min
127,18,Wednesday,15:00,230,15,0,3 hr 50 min
128,18,Monday,17:00,110,12,0,1 hr 50 min
129,25,Wednesday,13:00,110,15,0,1 hr 50 min
130,21,Monday,09:00,230,12,0,3 hr 50 min
131,22,Wednesday,15:00,110,12,0,1 hr 50 min
