Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Monday,13:00,170,15,0,2 hr 50 min
2,7,Wednesday,15:00,110,15,0,1 hr 50 min
3,9,Wednesday,08:00,110,12,0,1 hr 50 min
4,1,Tuesday,08:00,230,15,0,3 hr 50 min
5,23,Tuesday,09:00,110,15,0,1 hr 50 min
6,2,Monday,17:00,170,12,0,2 hr 50 min
7,31,Tuesday,11:00,230,12,0,3 hr 50 min
8,14,Monday,16:00,230,12,0,3 hr 50 min
9,10,Tuesday,09:00,170,15,0,2 hr 50 min
10,11,Monday,16:00,110,12,0,1 hr 50 min
11,30,Tuesday,11:00,230,12,0,3 hr 50 min
12,21,Wednesday,10:00,170,15,0,2 hr 50 min
13,26,Monday,17:00,170,12,0,2 hr 50 min
14,11,Monday,15:00,230,12,0,3 hr 50 min
15,12,Monday,13:00,230,15,0,3 hr 50 min
16,8,Monday,09:00,110,15,0,1 hr 50 min
17,16,Wednesday,10:00,170,12,0,2 hr 50 min
18,13,Tuesday,16:00,110,15,0,1 hr 50 min
19,8,Wednesday,11:00,170,15,0,2 hr 50 min
20,14,Wednesday,09:00,110,15,0,1 hr 50 min
21,22,Tuesday,13:00,170,15,0,2 hr 50 min
22,8,Wednesday,13:00,110,12,0,1 hr 50 min
23,16,Wednesday,17:00,170,15,0,2 hr 50 min
24,26,Wednesday,17:00,170,15,0,2 hr 50 min
25,23,Wednesday,17:00,170,15,0,2 hr 50 min
26,9,Monday,11:00,110,12,0,1 hr 50 min
27,22,Monday,11:00,110,12,0,1 hr 50 min
28,23,Wednesday,10:00,110,15,0,1 hr 50 min
29,16,Tuesday,12:00,110,12,0,1 hr 50 min
30,13,Wednesday,15:00,110,15,0,1 hr 50 min
31,21,Monday,17:00,170,15,0,2 hr 50 min
32,8,Wednesday,15:00,170,12,0,2 hr 50 min
33,23,Tuesday,12:00,230,12,0,3 hr 50 min
34,8,Tuesday,16:00,110,12,0,1 hr 50 min
35,12,Monday,11:00,230,15,0,3 hr 50 min
36,30,Monday,16:00,110,12,0,1 hr 50 min
37,27,Wednesday,12:00,230,15,0,3 hr 50 min
38,27,Monday,13:00,110,15,0,1 hr 50 min
39,27,Wednesday,08:00,170,15,0,2 hr 50 min
40,13,Monday,10:00,170,15,0,2 hr 50 min
41,8,Tuesday,09:00,170,12,0,2 hr 50 min
42,22,Monday,12:00,170,12,0,2 hr 50 min
43,30,Wednesday,08:00,170,12,0,2 hr 50 min
44,2,Monday,09:00,110,12,0,1 hr 50 min
45,21,Tuesday,16:00,230,12,0,3 hr 50 min
46,25,Tuesday,12:00,230,12,0,3 hr 50 min
47,25,Tuesday,13:00,230,12,0,3 hr 50 min
48,15,Tuesday,15:00,110,12,0,1 hr 50 min
49,15,Wednesday,13:00,170,15,0,2 hr 50 min
50,12,Monday,12:00,110,12,0,1 hr 50 min
51,27,Monday,09:00,110,12,0,1 hr 50 min
52,27,Tuesday,09:00,230,12,0,3 hr 50 min
53,16,Wednesday,08:00,110,12,0,1 hr 50 min
54,17,Wednesday,15:00,170,15,0,2 hr 50 min
55,21,Tuesday,12:00,170,12,0,2 hr 50 min
56,16,Wednesday,14:00,230,15,0,3 hr 50 min
57,25,Wednesday,14:00,110,12,0,1 hr 50 min
58,17,Tuesday,12:00,170,12,0,2 hr 50 min
59,25,Monday,17:00,110,12,0,1 hr 50 min
60,16,Monday,14:00,170,15,0,2 hr 50 min
61,22,Wednesday,11:00,230,12,0,3 hr 50 min
