Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Monday,14:00,110,15,0,1 hr 50 min
2,33,Monday,15:00,230,12,0,3 hr 50 min
3,15,Tuesday,12:00,170,12,0,2 hr 50 min
4,34,Monday,10:00,170,12,0,2 hr 50 min
5,11,Tuesday,12:00,110,12,0,1 hr 50 min
6,24,Tuesday,14:00,170,12,0,2 hr 50 min
7,30,Tuesday,08:00,110,12,0,1 hr 50 min
8,21,Monday,14:00,230,12,0,3 hr 50 min
9,3,Tuesday,14:00,170,15,0,2 hr 50 min
10,3,Monday,11:00,170,12,0,2 hr 50 min
11,25,Monday,16:00,230,12,0,3 hr 50 min
12,28,Tuesday,14:00,110,15,0,1 hr 50 min
13,3,Wednesday,13:00,110,12,0,1 hr 50 min
14,11,Tuesday,13:00,230,15,0,3 hr 50 min
15,12,Monday,10:00,230,15,0,3 hr 50 min
16,12,Tuesday,10:00,110,12,0,1 hr 50 min
17,29,Wednesday,12:00,170,12,0,2 hr 50 min
18,23,Tuesday,17:00,170,12,0,2 hr 50 min
19,8,Wednesday,09:00,170,12,0,2 hr 50 min
20,16,Tuesday,13:00,170,15,0,2 hr 50 min
21,22,Tuesday,10:00,230,15,0,3 hr 50 min
22,23,Tuesday,14:00,110,15,0,1 hr 50 min
23,17,Tuesday,10:00,110,15,0,1 hr 50 min
24,14,Tuesday,10:00,170,12,0,2 hr 50 min
25,23,Tuesday,08:00,110,15,0,1 hr 50 min
26,9,Tuesday,09:00,230,12,0,3 hr 50 min
27,22,Tuesday,08:00,170,15,0,2 hr 50 min
28,23,Monday,16:00,110,12,0,1 hr 50 min
29,22,Tuesday,13:00,110,12,0,1 hr 50 min
30,21,Monday,11:00,110,12,0,1 hr 50 min
31,22,Monday,12:00,230,15,0,3 hr 50 min
32,22,Tuesday,16:00,110,15,0,1 hr 50 min
33,16,Tuesday,12:00,170,12,0,2 hr 50 min
34,8,Monday,11:00,230,12,0,3 hr 50 min
35,8,Wednesday,15:00,110,12,0,1 hr 50 min
36,30,Wednesday,17:00,170,12,0,2 hr 50 min
37,25,Tuesday,10:00,230,15,0,3 hr 50 min
38,27,Wednesday,15:00,230,15,0,3 hr 50 min
39,27,Tuesday,13:00,110,15,0,1 hr 50 min
40,22,Wednesday,12:00,110,12,0,1 hr 50 min
41,8,Tuesday,17:00,230,15,0,3 hr 50 min
42,13,Wednesday,09:00,170,15,0,2 hr 50 min
43,30,Wednesday,10:00,110,12,0,1 hr 50 min
44,2,Monday,16:00,230,15,0,3 hr 50 min
45,3,Monday,16:00,230,15,0,3 hr 50 min
46,13,Wednesday,11:00,110,12,0,1 hr 50 min
47,21,Wednesday,15:00,110,15,0,1 hr 50 min
48,15,Monday,10:00,110,12,0,1 hr 50 min
49,15,Monday,14:00,170,12,0,2 hr 50 min
50,23,Monday,12:00,110,12,0,1 hr 50 min
51,27,Tuesday,15:00,170,12,0,2 hr 50 min
52,16,Wednesday,14:00,230,15,0,3 hr 50 min
53,7,Wednesday,14:00,110,12,0,1 hr 50 min
54,16,Tuesday,17:00,110,12,0,1 hr 50 min
55,7,Tuesday,11:00,110,15,0,1 hr 50 min
56,16,Tuesday,15:00,230,12,0,3 hr 50 min
57,27,Wednesday,13:00,230,15,0,3 hr 50 min
58,7,Wednesday,16:00,230,15,0,3 hr 50 min
59,21,Monday,11:00,230,15,0,3 hr 50 min
60,27,Tuesday,14:00,110,12,0,1 hr 50 min
61,16,Monday,14:00,230,12,0,3 hr 50 min
62,27,Tuesday,09:00,170,12,0,2 hr 50 min
63,7,Tuesday,14:00,170,12,0,2 hr 50 min
64,22,Wednesday,10:00,170,15,0,2 hr 50 min
65,17,Tuesday,10:00,230,12,0,3 hr 50 min
66,21,Wednesday,13:00,170,12,0,2 hr 50 min
67,3,Tuesday,12:00,230,12,0,3 hr 50 min
68,25,Wednesday,16:00,110,12,0,1 hr 50 min
69,13,Wednesday,16:00,230,15,0,3 hr 50 min
70,17,Tuesday,08:00,230,12,0,3 hr 50 min
71,17,Tuesday,10:00,170,12,0,2 hr 50 min
72,3,Wednesday,11:00,230,12,0,3 hr 50 min
73,7,Tuesday,14:00,170,15,0,2 hr 50 min
74,32,Tuesday,09:00,230,15,0,3 hr 50 min
75,12,Wednesday,10:00,230,12,0,3 hr 50 min
76,22,Tuesday,08:00,170,12,0,2 hr 50 min
77,25,Tuesday,08:00,230,15,0,3 hr 50 min
78,30,Wednesday,10:00,230,15,0,3 hr 50 min
79,3,Tuesday,11:00,230,12,0,3 hr 50 min
80,7,Wednesday,11:00,170,15,0,2 hr 50 min
81,15,Monday,10:00,170,12,0,2 hr 50 min
82,27,Tuesday,15:00,110,15,0,1 hr 50 min
83,3,Monday,17:00,110,15,0,1 hr 50 min
84,26,Wednesday,15:00,110,12,0,1 hr 50 min
85,26,Monday,16:00,230,12,0,3 hr 50 min
86,25,Wednesday,14:00,110,15,0,1 hr 50 min
87,10,Wednesday,08:00,110,12,0,1 hr 50 min
88,23,Wednesday,08:00,110,13,0,1 hr 50 min
89,7,Wednesday,15:00,110,15,0,1 hr 50 min
90,25,Wednesday,13:00,110,12,0,1 hr 50 min
91,25,Monday,08:00,230,15,0,3 hr 50 min
92,7,Monday,09:00,110,15,0,1 hr 50 min
93,27,Monday,15:00,170,15,0,2 hr 50 min
94,25,Wednesday,14:00,170,15,0,2 hr 50 min
95,3,Wednesday,12:00,110,15,0,1 hr 50 min
96,17,Tuesday,11:00,230,12,0,3 hr 50 min
97,3,Wednesday,16:00,170,15,0,2 hr 50 min
98,7,Wednesday,12:00,110,12,0,1 hr 50 min
99,16,Tuesday,13:00,230,15,0,3 hr 50 min
100,17,Wednesday,09:00,110,15,0,1 hr 50 min
101,7,Monday,09:00,110,12,0,1 hr 50 min
102,25,Monday,14:00,230,15,0,3 hr 50 min
103,21,Monday,10:00,170,15,0,2 hr 50 min
104,21,Tuesday,13:00,110,12,0,1 hr 50 min
105,16,Tuesday,15:00,110,12,0,1 hr 50 min
106,24,Tuesday,09:00,110,12,0,1 hr 50 min
107,8,Tuesday,10:00,170,15,0,2 hr 50 min
108,25,Monday,14:00,110,12,0,1 hr 50 min
109,3,Monday,15:00,230,12,0,3 hr 50 min
110,8,Monday,12:00,230,15,0,3 hr 50 min
111,10,Wednesday,08:00,170,15,0,2 hr 50 min
112,17,Monday,11:00,110,12,0,1 hr 50 min
113,3,Wednesday,10:00,230,15,0,3 hr 50 min
114,21,Monday,17:00,110,12,0,1 hr 50 min
115,6,Monday,13:00,170,12,0,2 hr 50 min
116,6,Tuesday,10:00,110,12,0,1 hr 50 min
117,13,Monday,14:00,170,15,0,2 hr 50 min
118,27,Wednesday,17:00,110,12,0,1 hr 50 min
119,7,Monday,13:00,230,12,0,3 hr 50 min
120,7,Monday,12:00,230,15,0,3 hr 50 min
121,3,Wednesday,12:00,230,12,0,3 hr 50 min
122,27,Wednesday,14:00,170,12,0,2 hr 50 min
123,25,Wednesday,13:00,110,15,0,1 hr 50 min
124,6,Wednesday,12:00,230,15,0,3 hr 50 min
125,12,Monday,13:00,230,15,0,3 hr 50 min
126,18,Monday,17:00,110,12,0,1 hr 50 min
127,11,Tuesday,16:00,110,15,0,1 hr 50 min
128,18,Tuesday,08:00,230,12,0,3 hr 50 min
129,25,Tuesday,15:00,230,15,0,3 hr 50 min
130,3,Monday,10:00,170,12,0,2 hr 50 min
131,11,Tuesday,16:00,170,12,0,2 hr 50 min
132,1,Monday,14:00,110,15,0,1 hr 50 min
133,18,Tuesday,09:00,110,15,0,1 hr 50 min
134,26,Wednesday,11:00,110,15,0,1 hr 50 min
135,27,Monday,16:00,110,12,0,1 hr 50 min
136,7,Monday,11:00,110,15,0,1 hr 50 min
137,20,Tuesday,17:00,110,15,0,1 hr 50 min
138,31,Wednesday,16:00,110,12,0,1 hr 50 min
139,30,Tuesday,15:00,230,15,0,3 hr 50 min
140,7,Monday,14:00,170,12,0,2 hr 50 min
141,23,Tuesday,16:00,230,15,0,3 hr 50 min
142,3,Tuesday,09:00,170,15,0,2 hr 50 min
143,18,Tuesday,17:00,170,12,0,2 hr 50 min
144,23,Wednesday,09:00,230,15,0,3 hr 50 min
145,12,Monday,17:00,230,12,0,3 hr 50 min
146,2,Tuesday,14:00,170,12,0,2 hr 50 min
