Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Wednesday,08:00,230,12,0,3 hr 50 min
2,1,Tuesday,16:00,230,12,0,3 hr 50 min
3,4,Tuesday,09:00,170,12,0,2 hr 50 min
4,34,Monday,12:00,170,12,0,2 hr 50 min
5,19,Tuesday,09:00,170,15,0,2 hr 50 min
6,4,Tuesday,15:00,170,15,0,2 hr 50 min
7,11,Tuesday,14:00,230,12,0,3 hr 50 min
8,16,Tuesday,12:00,230,12,0,3 hr 50 min
9,18,Tuesday,09:00,230,15,0,3 hr 50 min
10,8,Monday,16:00,170,15,0,2 hr 50 min
11,32,Wednesday,17:00,170,15,0,2 hr 50 min
12,24,Monday,09:00,170,15,0,2 hr 50 min
13,9,Monday,10:00,230,12,0,3 hr 50 min
14,5,Tuesday,16:00,170,12,0,2 hr 50 min
15,12,Tuesday,11:00,110,12,0,1 hr 50 min
16,12,Monday,16:00,110,12,0,1 hr 50 min
17,17,Tuesday,09:00,110,15,0,1 hr 50 min
18,2,Wednesday,17:00,170,12,0,2 hr 50 min
19,8,Monday,15:00,230,12,0,3 hr 50 min
20,3,Monday,17:00,110,15,0,1 hr 50 min
21,22,Monday,11:00,110,15,0,1 hr 50 min
22,12,Tuesday,09:00,110,12,0,1 hr 50 min
23,31,Wednesday,15:00,170,15,0,2 hr 50 min
24,11,Monday,17:00,110,15,0,1 hr 50 min
25,12,Wednesday,10:00,110,15,0,1 hr 50 min
26,9,Wednesday,17:00,110,15,0,1 hr 50 min
27,22,Wednesday,08:00,170,15,0,2 hr 50 min
28,23,Monday,14:00,110,12,0,1 hr 50 min
29,13,Wednesday,11:00,230,15,0,3 hr 50 min
30,7,Tuesday,14:00,110,15,0,1 hr 50 min
31,6,Wednesday,11:00,230,12,0,3 hr 50 min
32,12,Monday,14:00,110,15,0,1 hr 50 min
33,12,Wednesday,08:00,230,15,0,3 hr 50 min
34,8,Monday,13:00,170,15,0,2 hr 50 min
35,8,Wednesday,13:00,110,12,0,1 hr 50 min
36,30,Wednesday,15:00,170,15,0,2 hr 50 min
37,25,Tuesday,09:00,230,12,0,3 hr 50 min
38,27,Monday,13:00,110,12,0,1 hr 50 min
39,27,Wednesday,13:00,110,15,0,1 hr 50 min
