Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Wednesday,17:00,230,12,0,3 hr 50 min
2,7,Monday,11:00,230,15,0,3 hr 50 min
3,5,Tuesday,13:00,110,12,0,1 hr 50 min
4,28,Monday,10:00,170,12,0,2 hr 50 min
5,12,Wednesday,14:00,230,15,0,3 hr 50 min
6,4,Wednesday,16:00,170,15,0,2 hr 50 min
7,26,Wednesday,11:00,170,12,0,2 hr 50 min
8,17,Tuesday,14:00,110,15,0,1 hr 50 min
9,17,Tuesday,12:00,170,15,0,2 hr 50 min
10,5,Monday,13:00,110,12,0,1 hr 50 min
11,29,Tuesday,14:00,110,15,0,1 hr 50 min
12,3,Monday,08:00,230,15,0,3 hr 50 min
13,34,Wednesday,09:00,170,15,0,2 hr 50 min
14,35,Monday,08:00,230,15,0,3 hr 50 min
15,23,Monday,08:00,170,12,0,2 hr 50 min
16,23,Wednesday,12:00,230,15,0,3 hr 50 min
17,23,Wednesday,09:00,110,12,0,1 hr 50 min
18,8,Monday,13:00,230,12,0,3 hr 50 min
19,8,Tuesday,11:00,170,12,0,2 hr 50 min
20,27,Monday,09:00,110,15,0,1 hr 50 min
21,22,Tuesday,14:00,230,12,0,3 hr 50 min
22,12,Wednesday,15:00,170,12,0,2 hr 50 min
23,30,Tuesday,09:00,170,15,0,2 hr 50 min
24,20,Monday,11:00,110,12,0,1 hr 50 min
25,23,Wednesday,15:00,230,12,0,3 hr 50 min
26,5,Monday,16:00,170,15,0,2 hr 50 min
27,22,Tuesday,10:00,110,15,0,1 hr 50 min
28,12,Wednesday,15:00,230,15,0,3 hr 50 min
29,22,Wednesday,14:00,230,12,0,3 hr 50 min
30,13,Tuesday,17:00,170,15,0,2 hr 50 min
31,16,Wednesday,12:00,230,12,0,3 hr 50 min
32,16,Wednesday,08:00,110,15,0,1 hr 50 min
33,22,Wednesday,13:00,170,15,0,2 hr 50 min
34,8,Tuesday,17:00,230,15,0,3 hr 50 min
35,8,Tuesday,11:00,230,12,0,3 hr 50 min
36,30,Tuesday,15:00,230,15,0,3 hr 50 min
37,27,Monday,15:00,170,12,0,2 hr 50 min
38,27,Monday,11:00,230,12,0,3 hr 50 min
39,27,Wednesday,13:00,170,12,0,2 hr 50 min
40,17,Wednesday,14:00,110,12,0,1 hr 50 min
41,8,Wednesday,11:00,230,12,0,3 hr 50 min
42,17,Tuesday,12:00,230,15,0,3 hr 50 min
43,30,Monday,14:00,230,15,0,3 hr 50 min
44,2,Tuesday,12:00,170,12,0,2 hr 50 min
45,21,Monday,10:00,230,15,0,3 hr 50 min
46,3,Wednesday,16:00,110,12,0,1 hr 50 min
47,8,Tuesday,08:00,110,15,0,1 hr 50 min
48,15,Tuesday,13:00,110,12,0,1 hr 50 min
49,15,Wednesday,10:00,110,15,0,1 hr 50 min
50,23,Monday,17:00,170,12,0,2 hr 50 min
51,3,Monday,13:00,170,15,0,2 hr 50 min
52,22,Wednesday,17:00,230,12,0,3 hr 50 min
53,16,Tuesday,08:00,170,15,0,2 hr 50 min
54,16,Wednesday,16:00,230,15,0,3 hr 50 min
55,25,Wednesday,15:00,170,15,0,2 hr 50 min
56,22,Monday,10:00,110,15,0,1 hr 50 min
57,11,Tuesday,15:00,110,12,0,1 hr 50 min
58,3,Tuesday,08:00,110,12,0,1 hr 50 min
59,21,Wednesday,09:00,230,15,0,3 hr 50 min
60,16,Tuesday,08:00,110,12,0,1 hr 50 min
61,21,Tuesday,08:00,170,12,0,2 hr 50 min
62,25,Tuesday,14:00,170,15,0,2 hr 50 min
63,13,Wednesday,17:00,170,15,0,2 hr 50 min
64,21,Tuesday,11:00,110,15,0,1 hr 50 min
65,21,Wednesday,09:00,170,12,0,2 hr 50 min
66,25,Wednesday,09:00,170,12,0,2 hr 50 min
67,27,Monday,11:00,110,12,0,1 hr 50 min
68,7,Tuesday,13:00,110,12,0,1 hr 50 min
69,21,Tuesday,08:00,170,12,0,2 hr 50 min
70,3,Wednesday,11:00,110,15,0,1 hr 50 min
71,22,Monday,13:00,170,15,0,2 hr 50 min
72,7,Tuesday,13:00,110,12,0,1 hr 50 min
73,25,Wednesday,17:00,230,12,0,3 hr 50 min
74,12,Tuesday,08:00,170,12,0,2 hr 50 min
75,12,Wednesday,08:00,170,12,0,2 hr 50 min
76,25,Tuesday,16:00,170,12,0,2 hr 50 min
77,30,Wednesday,08:00,230,12,0,3 hr 50 min
78,25,Tuesday,10:00,170,15,0,2 hr 50 min
79,13,Wednesday,12:00,170,15,0,2 hr 50 min
80,26,Wednesday,16:00,170,15,0,2 hr 50 min
81,26,Wednesday,08:00,230,12,0,3 hr 50 min
82,16,Wednesday,13:00,110,15,0,1 hr 50 min
83,27,Wednesday,17:00,110,12,0,1 hr 50 min
84,15,Monday,08:00,230,12,0,3 hr 50 min
85,15,Monday,10:00,110,12,0,1 hr 50 min
86,7,Wednesday,12:00,170,12,0,2 hr 50 min
87,10,Tuesday,10:00,170,15,0,2 hr 50 min
88,23,Wednesday,17:00,170,12,0,2 hr 50 min
89,13,Tuesday,08:00,230,15,0,3 hr 50 min
90,13,Monday,14:00,230,15,0,3 hr 50 min
91,22,Monday,08:00,110,12,0,1 hr 50 min
92,21,Tuesday,08:00,110,12,0,1 hr 50 min
93,13,Wednesday,11:00,110,12,0,1 hr 50 min
94,21,Tuesday,15:00,110,12,0,1 hr 50 min
95,21,Tuesday,14:00,110,15,0,1 hr 50 min
96,21,Monday,10:00,230,15,0,3 hr 50 min
97,25,Wednesday,09:00,170,15,0,2 hr 50 min
98,27,Tuesday,13:00,230,12,0,3 hr 50 min
99,7,Monday,10:00,230,12,0,3 hr 50 min
100,3,Monday,15:00,170,15,0,2 hr 50 min
101,17,Monday,12:00,110,12,0,1 hr 50 min
102,25,Wednesday,14:00,230,12,0,3 hr 50 min
103,13,Tuesday,14:00,170,12,0,2 hr 50 min
104,17,Monday,17:00,170,15,0,2 hr 50 min
105,27,Wednesday,11:00,230,15,0,3 hr 50 min
106,3,Monday,10:00,230,12,0,3 hr 50 min
107,8,Tuesday,11:00,230,12,0,3 hr 50 min
108,3,Wednesday,14:00,110,12,0,1 hr 50 min
109,27,Tuesday,08:00,170,12,0,2 hr 50 min
110,8,Monday,16:00,110,12,0,1 hr 50 min
111,12,Wednesday,11:00,170,12,0,2 hr 50 min
112,21,Wednesday,10:00,170,15,0,2 hr 50 min
113,16,Wednesday,14:00,230,15,0,3 hr 50 min
114,17,Tuesday,08:00,230,12,0,3 hr 50 min
115,25,Monday,17:00,170,15,0,2 hr 50 min
116,30,Monday,14:00,230,12,0,3 hr 50 min
117,25,Tuesday,16:00,110,15,0,1 hr 50 min
118,6,Tuesday,15:00,110,15,0,1 hr 50 min
119,16,Wednesday,11:00,230,15,0,3 hr 50 min
120,30,Tuesday,09:00,230,15,0,3 hr 50 min
121,16,Wednesday,13:00,110,15,0,1 hr 50 min
122,27,Tuesday,13:00,110,15,0,1 hr 50 min
123,30,Tuesday,10:00,170,12,0,2 hr 50 min
124,27,Tuesday,08:00,230,12,0,3 hr 50 min
125,16,Tuesday,08:00,170,12,0,2 hr 50 min
126,18,Wednesday,15:00,230,12,0,3 hr 50 min
127,18,Wednesday,09:00,110,12,0,1 hr 50 min
128,18,Tuesday,08:00,230,12,0,3 hr 50 min
129,22,Tuesday,11:00,230,15,0,3 hr 50 min
130,25,Wednesday,08:00,230,15,0,3 hr 50 min
131,27,Wednesday,14:00,230,15,0,3 hr 50 min
132,30,Wednesday,09:00,170,12,0,2 hr 50 min
133,15,Monday,09:00,110,12,0,1 hr 50 min
134,26,Wednesday,16:00,170,12,0,2 hr 50 min
135,27,Monday,09:00,110,12,0,1 hr 50 min
136,7,Wednesday,09:00,230,12,0,3 hr 50 min
137,20,Monday,16:00,110,15,0,1 hr 50 min
138,31,Monday,13:00,170,12,0,2 hr 50 min
139,25,Tuesday,08:00,230,15,0,3 hr 50 min
140,30,Wednesday,13:00,230,12,0,3 hr 50 min
141,13,Tuesday,14:00,230,12,0,3 hr 50 min
142,25,Tuesday,08:00,170,15,0,2 hr 50 min
143,11,Monday,08:00,230,15,0,3 hr 50 min
144,23,Monday,15:00,110,15,0,1 hr 50 min
145,23,Wednesday,09:00,110,12,0,1 hr 50 min
146,28,Wednesday,17:00,170,12,0,2 hr 50 min
147,21,Tuesday,12:00,110,15,0,1 hr 50 min
148,26,Monday,17:00,230,15,0,3 hr 50 min
149,22,Tuesday,13:00,230,15,0,3 hr 50 min
150,9,Monday,13:00,110,12,0,1 hr 50 min
151,8,Tuesday,11:00,110,12,0,1 hr 50 min
152,20,Wednesday,16:00,230,15,0,3 hr 50 min
153,13,Monday,12:00,230,15,0,3 hr 50 min
154,25,Tuesday,09:00,170,15,0,2 hr 50 min
155,8,Wednesday,14:00,230,15,0,3 hr 50 min
156,13,Monday,11:00,110,12,0,1 hr 50 min
157,25,Tuesday,11:00,110,15,0,1 hr 50 min
158,25,Monday,10:00,110,15,0,1 hr 50 min
159,25,Monday,15:00,170,12,0,2 hr 50 min
160,23,Wednesday,08:00,170,12,0,2 hr 50 min
161,13,Tuesday,16:00,170,12,0,2 hr 50 min
162,13,Wednesday,08:00,230,15,0,3 hr 50 min
163,13,Tuesday,13:00,110,15,0,1 hr 50 min
164,25,Wednesday,09:00,170,15,0,2 hr 50 min
165,25,Tuesday,17:00,170,12,0,2 hr 50 min
166,13,Monday,11:00,170,15,0,2 hr 50 min
167,25,Tuesday,16:00,110,12,0,1 hr 50 min
168,25,Monday,12:00,110,15,0,1 hr 50 min
169,13,Tuesday,15:00,110,12,0,1 hr 50 min
170,7,Tuesday,09:00,110,15,0,1 hr 50 min
171,25,Wednesday,15:00,110,12,0,1 hr 50 min
172,13,Tuesday,08:00,170,15,0,2 hr 50 min
173,13,Tuesday,16:00,230,15,0,3 hr 50 min
174,13,Wednesday,16:00,110,15,0,1 hr 50 min
175,23,Monday,14:00,110,12,0,1 hr 50 min
176,25,Wednesday,14:00,110,12,0,1 hr 50 min
177,13,Wednesday,15:00,110,15,0,1 hr 50 min
178,25,Monday,11:00,110,12,0,1 hr 50 min
179,7,Wednesday,08:00,110,15,0,1 hr 50 min
180,25,Monday,11:00,170,12,0,2 hr 50 min
181,25,Tuesday,11:00,170,12,0,2 hr 50 min
182,25,Monday,15:00,110,15,0,1 hr 50 min
183,13,Tuesday,08:00,230,12,0,3 hr 50 min
184,25,Tuesday,13:00,110,12,0,1 hr 50 min
185,25,Tuesday,12:00,230,15,0,3 hr 50 min
186,13,Wednesday,09:00,110,12,0,1 hr 50 min
187,22,Wednesday,11:00,170,15,0,2 hr 50 min
188,13,Tuesday,16:00,230,15,0,3 hr 50 min
189,25,Monday,12:00,110,15,0,1 hr 50 min
190,3,Wednesday,13:00,110,12,0,1 hr 50 min
191,25,Monday,10:00,110,12,0,1 hr 50 min
192,22,Tuesday,15:00,230,15,0,3 hr 50 min
193,23,Tuesday,17:00,110,15,0,1 hr 50 min
194,17,Monday,13:00,110,12,0,1 hr 50 min
195,35,Tuesday,11:00,110,12,0,1 hr 50 min
196,7,Wednesday,16:00,170,12,0,2 hr 50 min
197,13,Monday,16:00,170,15,0,2 hr 50 min
