Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Wednesday,13:00,110,15,0,1 hr 50 min
2,29,Monday,08:00,230,15,0,3 hr 50 min
3,28,Tuesday,15:00,170,12,0,2 hr 50 min
4,10,Tuesday,13:00,230,12,0,3 hr 50 min
5,22,Wednesday,14:00,110,12,0,1 hr 50 min
6,25,Wednesday,13:00,170,12,0,2 hr 50 min
7,9,Wednesday,16:00,110,12,0,1 hr 50 min
8,34,Wednesday,10:00,110,15,0,1 hr 50 min
9,11,Monday,17:00,170,15,0,2 hr 50 min
10,14,Tuesday,12:00,110,15,0,1 hr 50 min
11,1,Wednesday,14:00,110,15,0,1 hr 50 min
12,1,Wednesday,15:00,230,15,0,3 hr 50 min
13,7,Wednesday,08:00,170,12,0,2 hr 50 min
14,31,Wednesday,16:00,230,15,0,3 hr 50 min
15,23,Tuesday,17:00,110,12,0,1 hr 50 min
16,12,Tuesday,15:00,170,12,0,2 hr 50 min
17,30,Wednesday,15:00,110,15,0,1 hr 50 min
18,32,Monday,14:00,170,12,0,2 hr 50 min
19,8,Wednesday,13:00,230,12,0,3 hr 50 min
20,14,Wednesday,14:00,230,12,0,3 hr 50 min
21,22,Tuesday,11:00,170,15,0,2 hr 50 min
22,23,Tuesday,16:00,170,15,0,2 hr 50 min
23,5,Tuesday,08:00,110,12,0,1 hr 50 min
24,30,Wednesday,12:00,230,12,0,3 hr 50 min
25,12,Wednesday,13:00,110,12,0,1 hr 50 min
26,9,Monday,14:00,110,15,0,1 hr 50 min
27,22,Wednesday,09:00,230,12,0,3 hr 50 min
28,12,Monday,14:00,170,15,0,2 hr 50 min
29,16,Monday,17:00,110,12,0,1 hr 50 min
30,21,Tuesday,09:00,170,15,0,2 hr 50 min
31,27,Tuesday,16:00,110,15,0,1 hr 50 min
32,22,Monday,16:00,230,12,0,3 hr 50 min
33,22,Wednesday,12:00,110,15,0,1 hr 50 min
34,8,Tuesday,15:00,110,12,0,1 hr 50 min
35,8,Monday,10:00,170,15,0,2 hr 50 min
36,30,Tuesday,16:00,170,15,0,2 hr 50 min
37,13,Tuesday,10:00,230,15,0,3 hr 50 min
38,27,Monday,11:00,230,12,0,3 hr 50 min
39,27,Monday,14:00,170,12,0,2 hr 50 min
40,25,Wednesday,14:00,230,12,0,3 hr 50 min
41,8,Monday,14:00,170,15,0,2 hr 50 min
42,3,Monday,17:00,230,12,0,3 hr 50 min
43,30,Monday,17:00,110,15,0,1 hr 50 min
44,2,Tuesday,17:00,170,12,0,2 hr 50 min
45,22,Monday,15:00,170,15,0,2 hr 50 min
46,21,Tuesday,15:00,170,12,0,2 hr 50 min
47,12,Tuesday,08:00,170,15,0,2 hr 50 min
48,15,Wednesday,08:00,170,15,0,2 hr 50 min
49,15,Tuesday,15:00,170,12,0,2 hr 50 min
50,12,Monday,12:00,110,12,0,1 hr 50 min
51,3,Tuesday,15:00,230,12,0,3 hr 50 min
52,21,Monday,09:00,230,15,0,3 hr 50 min
53,25,Monday,10:00,110,15,0,1 hr 50 min
54,22,Tuesday,12:00,170,15,0,2 hr 50 min
55,9,Wednesday,13:00,230,12,0,3 hr 50 min
56,13,Tuesday,16:00,170,12,0,2 hr 50 min
57,21,Wednesday,17:00,230,12,0,3 hr 50 min
58,7,Tuesday,14:00,230,12,0,3 hr 50 min
59,13,Monday,15:00,110,12,0,1 hr 50 min
60,25,Wednesday,12:00,170,12,0,2 hr 50 min
61,27,Wednesday,10:00,230,15,0,3 hr 50 min
62,22,Wednesday,09:00,110,12,0,1 hr 50 min
63,17,Monday,10:00,170,15,0,2 hr 50 min
64,21,Wednesday,08:00,170,12,0,2 hr 50 min
65,13,Tuesday,08:00,110,12,0,1 hr 50 min
66,27,Tuesday,17:00,170,12,0,2 hr 50 min
67,25,Wednesday,17:00,110,15,0,1 hr 50 min
68,27,Tuesday,15:00,170,12,0,2 hr 50 min
69,27,Wednesday,08:00,230,15,0,3 hr 50 min
70,22,Monday,16:00,110,15,0,1 hr 50 min
71,7,Wednesday,11:00,170,12,0,2 hr 50 min
72,25,Tuesday,17:00,170,15,0,2 hr 50 min
73,22,Monday,09:00,110,12,0,1 hr 50 min
74,12,Wednesday,13:00,170,15,0,2 hr 50 min
75,12,Tuesday,09:00,170,12,0,2 hr 50 min
76,30,Wednesday,10:00,230,12,0,3 hr 50 min
77,13,Tuesday,17:00,230,15,0,3 hr 50 min
78,27,Tuesday,14:00,110,12,0,1 hr 50 min
79,3,Tuesday,15:00,110,15,0,1 hr 50 min
80,15,Tuesday,12:00,170,12,0,2 hr 50 min
81,15,Monday,08:00,110,15,0,1 hr 50 min
82,13,Monday,10:00,230,15,0,3 hr 50 min
83,27,Tuesday,13:00,170,15,0,2 hr 50 min
84,15,Wednesday,12:00,110,15,0,1 hr 50 min
85,26,Monday,14:00,230,12,0,3 hr 50 min
86,3,Wednesday,16:00,170,15,0,2 hr 50 min
87,10,Wednesday,12:00,230,15,0,3 hr 50 min
88,23,Tuesday,09:00,230,12,0,3 hr 50 min
89,7,Wednesday,09:00,230,12,0,3 hr 50 min
90,13,Tuesday,12:00,230,15,0,3 hr 50 min
91,13,Tuesday,08:00,170,12,0,2 hr 50 min
92,16,Tuesday,08:00,110,12,0,1 hr 50 min
93,13,Wednesday,11:00,230,15,0,3 hr 50 min
94,25,Wednesday,10:00,170,15,0,2 hr 50 min
95,16,Monday,10:00,110,12,0,1 hr 50 min
96,7,Wednesday,15:00,110,12,0,1 hr 50 min
97,25,Monday,14:00,110,12,0,1 hr 50 min
98,16,Monday,15:00,170,15,0,2 hr 50 min
99,13,Wednesday,14:00,170,12,0,2 hr 50 min
100,27,Monday,09:00,110,15,0,1 hr 50 min
101,17,Tuesday,09:00,230,12,0,3 hr 50 min
102,27,Monday,10:00,170,12,0,2 hr 50 min
103,13,Wednesday,10:00,230,15,0,3 hr 50 min
104,22,Monday,13:00,230,15,0,3 hr 50 min
105,3,Wednesday,12:00,110,12,0,1 hr 50 min
106,7,Wednesday,11:00,230,15,0,3 hr 50 min
107,12,Monday,09:00,170,12,0,2 hr 50 min
108,25,Monday,09:00,230,12,0,3 hr 50 min
109,25,Monday,09:00,230,12,0,3 hr 50 min
110,8,Tuesday,16:00,170,15,0,2 hr 50 min
111,23,Monday,12:00,230,15,0,3 hr 50 min
112,22,Tuesday,08:00,230,12,0,3 hr 50 min
