Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Tuesday,11:00,230,15,0,3 hr 50 min
2,3,Wednesday,08:00,170,15,0,2 hr 50 min
3,25,Monday,13:00,170,12,0,2 hr 50 min
4,34,Wednesday,16:00,230,12,0,3 hr 50 min
5,29,Wednesday,08:00,110,12,0,1 hr 50 min
6,8,Wednesday,13:00,230,12,0,3 hr 50 min
7,26,Monday,08:00,110,15,0,1 hr 50 min
8,1,Monday,12:00,110,12,0,1 hr 50 min
9,12,Monday,16:00,110,15,0,1 hr 50 min
10,31,Monday,16:00,110,15,0,1 hr 50 min
11,12,Wednesday,15:00,170,12,0,2 hr 50 min
12,15,Tuesday,17:00,230,12,0,3 hr 50 min
13,12,Tuesday,17:00,230,15,0,3 hr 50 min
14,29,Monday,16:00,110,12,0,1 hr 50 min
15,12,Wednesday,09:00,170,12,0,2 hr 50 min
16,8,Wednesday,09:00,230,12,0,3 hr 50 min
17,4,Tuesday,12:00,170,15,0,2 hr 50 min
18,24,Tuesday,11:00,170,12,0,2 hr 50 min
19,8,Tuesday,13:00,110,12,0,1 hr 50 min
20,28,Wednesday,12:00,110,15,0,1 hr 50 min
21,22,Wednesday,15:00,170,12,0,2 hr 50 min
22,12,Wednesday,15:00,110,15,0,1 hr 50 min
23,34,Wednesday,13:00,230,12,0,3 hr 50 min
24,3,Monday,14:00,170,12,0,2 hr 50 min
25,12,Wednesday,14:00,230,12,0,3 hr 50 min
26,5,Monday,16:00,230,15,0,3 hr 50 min
27,22,Monday,17:00,230,15,0,3 hr 50 min
28,12,Monday,10:00,170,12,0,2 hr 50 min
29,22,Tuesday,08:00,230,12,0,3 hr 50 min
30,17,Tuesday,17:00,230,15,0,3 hr 50 min
31,13,Monday,16:00,110,12,0,1 hr 50 min
32,23,Monday,13:00,230,12,0,3 hr 50 min
33,12,Tuesday,10:00,110,15,0,1 hr 50 min
34,8,Monday,09:00,230,12,0,3 hr 50 min
35,16,Tuesday,13:00,230,15,0,3 hr 50 min
36,34,Wednesday,14:00,170,12,0,2 hr 50 min
37,22,Monday,14:00,110,12,0,1 hr 50 min
38,27,Monday,08:00,170,15,0,2 hr 50 min
39,27,Tuesday,17:00,230,15,0,3 hr 50 min
40,21,Wednesday,11:00,230,15,0,3 hr 50 min
41,8,Wednesday,13:00,110,15,0,1 hr 50 min
42,16,Wednesday,08:00,230,15,0,3 hr 50 min
43,30,Tuesday,16:00,170,15,0,2 hr 50 min
44,2,Wednesday,12:00,230,12,0,3 hr 50 min
45,22,Tuesday,10:00,110,12,0,1 hr 50 min
46,25,Monday,15:00,110,12,0,1 hr 50 min
47,21,Tuesday,11:00,230,15,0,3 hr 50 min
48,15,Wednesday,09:00,230,12,0,3 hr 50 min
49,15,Wednesday,16:00,110,15,0,1 hr 50 min
50,23,Monday,12:00,110,12,0,1 hr 50 min
51,3,Wednesday,11:00,110,12,0,1 hr 50 min
52,22,Monday,10:00,170,12,0,2 hr 50 min
53,13,Wednesday,15:00,230,12,0,3 hr 50 min
54,17,Monday,09:00,170,12,0,2 hr 50 min
55,21,Tuesday,12:00,170,15,0,2 hr 50 min
56,17,Monday,14:00,170,12,0,2 hr 50 min
57,27,Tuesday,16:00,230,15,0,3 hr 50 min
58,7,Monday,10:00,110,15,0,1 hr 50 min
59,25,Tuesday,11:00,170,12,0,2 hr 50 min
60,22,Monday,08:00,170,12,0,2 hr 50 min
61,13,Tuesday,17:00,170,12,0,2 hr 50 min
62,27,Monday,10:00,230,15,0,3 hr 50 min
63,16,Tuesday,08:00,170,15,0,2 hr 50 min
64,3,Tuesday,15:00,230,15,0,3 hr 50 min
65,27,Tuesday,08:00,230,15,0,3 hr 50 min
66,21,Wednesday,17:00,170,12,0,2 hr 50 min
67,13,Monday,11:00,170,15,0,2 hr 50 min
68,22,Wednesday,08:00,170,12,0,2 hr 50 min
69,16,Wednesday,13:00,170,12,0,2 hr 50 min
70,21,Wednesday,12:00,170,12,0,2 hr 50 min
71,27,Wednesday,08:00,170,12,0,2 hr 50 min
72,25,Tuesday,16:00,110,15,0,1 hr 50 min
73,3,Monday,16:00,230,12,0,3 hr 50 min
74,8,Tuesday,08:00,110,12,0,1 hr 50 min
75,23,Wednesday,12:00,170,15,0,2 hr 50 min
76,30,Monday,10:00,110,12,0,1 hr 50 min
77,16,Monday,11:00,110,12,0,1 hr 50 min
78,22,Tuesday,13:00,230,12,0,3 hr 50 min
79,22,Tuesday,13:00,170,12,0,2 hr 50 min
80,26,Monday,12:00,230,12,0,3 hr 50 min
81,15,Wednesday,10:00,230,12,0,3 hr 50 min
82,17,Wednesday,09:00,170,15,0,2 hr 50 min
83,3,Monday,16:00,110,12,0,1 hr 50 min
84,26,Wednesday,17:00,170,15,0,2 hr 50 min
85,15,Wednesday,17:00,170,15,0,2 hr 50 min
86,7,Wednesday,14:00,110,12,0,1 hr 50 min
87,21,Monday,15:00,110,12,0,1 hr 50 min
88,23,Tuesday,15:00,170,12,0,2 hr 50 min
89,25,Tuesday,12:00,110,12,0,1 hr 50 min
90,21,Tuesday,11:00,170,12,0,2 hr 50 min
91,21,Tuesday,12:00,170,12,0,2 hr 50 min
92,27,Monday,09:00,110,12,0,1 hr 50 min
93,13,Wednesday,12:00,230,12,0,3 hr 50 min
94,3,Monday,15:00,230,15,0,3 hr 50 min
95,16,Tuesday,10:00,170,12,0,2 hr 50 min
96,7,Monday,10:00,170,12,0,2 hr 50 min
97,22,Tuesday,17:00,230,12,0,3 hr 50 min
98,17,Monday,09:00,110,15,0,1 hr 50 min
99,21,Tuesday,17:00,170,15,0,2 hr 50 min
100,22,Monday,10:00,170,15,0,2 hr 50 min
101,17,Monday,08:00,230,12,0,3 hr 50 min
102,22,Wednesday,08:00,230,15,0,3 hr 50 min
103,21,Monday,15:00,230,15,0,3 hr 50 min
104,7,Wednesday,16:00,110,15,0,1 hr 50 min
105,3,Wednesday,08:00,170,15,0,2 hr 50 min
106,7,Wednesday,15:00,110,15,0,1 hr 50 min
107,12,Monday,11:00,230,15,0,3 hr 50 min
108,3,Monday,11:00,110,12,0,1 hr 50 min
109,25,Tuesday,10:00,230,15,0,3 hr 50 min
110,8,Tuesday,11:00,110,15,0,1 hr 50 min
111,12,Wednesday,09:00,230,12,0,3 hr 50 min
112,13,Tuesday,13:00,230,12,0,3 hr 50 min
113,7,Wednesday,08:00,170,12,0,2 hr 50 min
114,22,Monday,17:00,230,12,0,3 hr 50 min
115,13,Tuesday,14:00,110,12,0,1 hr 50 min
116,30,Wednesday,14:00,170,15,0,2 hr 50 min
117,21,Tuesday,16:00,230,12,0,3 hr 50 min
118,27,Wednesday,10:00,110,15,0,1 hr 50 min
119,22,Monday,17:00,170,15,0,2 hr 50 min
120,25,Tuesday,12:00,110,12,0,1 hr 50 min
121,7,Tuesday,16:00,170,12,0,2 hr 50 min
122,27,Monday,16:00,110,15,0,1 hr 50 min
123,25,Monday,14:00,170,15,0,2 hr 50 min
124,3,Monday,17:00,170,15,0,2 hr 50 min
125,23,Wednesday,09:00,230,15,0,3 hr 50 min
126,18,Wednesday,17:00,110,15,0,1 hr 50 min
127,18,Monday,14:00,230,15,0,3 hr 50 min
128,18,Tuesday,16:00,110,15,0,1 hr 50 min
129,25,Monday,12:00,170,15,0,2 hr 50 min
130,16,Monday,10:00,110,12,0,1 hr 50 min
131,22,Tuesday,11:00,170,12,0,2 hr 50 min
132,30,Wednesday,12:00,110,15,0,1 hr 50 min
133,25,Monday,15:00,230,15,0,3 hr 50 min
134,26,Tuesday,17:00,170,15,0,2 hr 50 min
135,27,Wednesday,15:00,230,15,0,3 hr 50 min
136,13,Monday,09:00,110,12,0,1 hr 50 min
137,20,Tuesday,10:00,230,15,0,3 hr 50 min
138,31,Tuesday,14:00,170,15,0,2 hr 50 min
139,12,Monday,15:00,110,15,0,1 hr 50 min
140,30,Wednesday,13:00,230,12,0,3 hr 50 min
141,25,Monday,11:00,170,12,0,2 hr 50 min
142,21,Tuesday,17:00,110,15,0,1 hr 50 min
143,18,Wednesday,14:00,170,12,0,2 hr 50 min
144,23,Monday,15:00,110,12,0,1 hr 50 min
145,31,Tuesday,15:00,110,12,0,1 hr 50 min
146,35,Wednesday,15:00,230,15,0,3 hr 50 min
147,9,Tuesday,09:00,170,12,0,2 hr 50 min
148,14,Tuesday,08:00,230,12,0,3 hr 50 min
149,5,Wednesday,08:00,110,15,0,1 hr 50 min
150,9,Monday,09:00,170,15,0,2 hr 50 min
151,14,Monday,10:00,230,15,0,3 hr 50 min
152,8,Tuesday,16:00,110,12,0,1 hr 50 min
153,13,Tuesday,10:00,110,15,0,1 hr 50 min
154,13,Wednesday,10:00,170,15,0,2 hr 50 min
155,12,Wednesday,17:00,170,15,0,2 hr 50 min
156,25,Wednesday,15:00,170,12,0,2 hr 50 min
157,13,Monday,17:00,170,15,0,2 hr 50 min
158,25,Tuesday,12:00,110,15,0,1 hr 50 min
159,13,Monday,10:00,170,15,0,2 hr 50 min
160,23,Tuesday,12:00,110,13,0,1 hr 50 min
161,13,Wednesday,13:00,230,12,0,3 hr 50 min
162,13,Wednesday,11:00,110,15,0,1 hr 50 min
163,13,Tuesday,17:00,170,15,0,2 hr 50 min
164,26,Wednesday,16:00,230,15,0,3 hr 50 min
165,25,Tuesday,14:00,110,12,0,1 hr 50 min
166,13,Tuesday,15:00,230,12,0,3 hr 50 min
167,25,Tuesday,08:00,110,12,0,1 hr 50 min
168,13,Monday,15:00,110,15,0,1 hr 50 min
169,25,Tuesday,16:00,110,15,0,1 hr 50 min
170,13,Monday,14:00,110,15,0,1 hr 50 min
171,25,Wednesday,12:00,110,12,0,1 hr 50 min
172,25,Wednesday,09:00,110,12,0,1 hr 50 min
173,25,Tuesday,10:00,110,12,0,1 hr 50 min
174,13,Monday,11:00,170,15,0,2 hr 50 min
175,23,Monday,14:00,110,12,0,1 hr 50 min
176,13,Monday,09:00,110,15,0,1 hr 50 min
177,13,Monday,08:00,110,15,0,1 hr 50 min
178,13,Wednesday,08:00,170,15,0,2 hr 50 min
179,21,Monday,15:00,170,12,0,2 hr 50 min
180,13,Monday,15:00,110,12,0,1 hr 50 min
181,25,Wednesday,17:00,230,15,0,3 hr 50 min
182,25,Wednesday,10:00,110,15,0,1 hr 50 min
183,13,Tuesday,17:00,170,12,0,2 hr 50 min
184,13,Wednesday,12:00,110,12,0,1 hr 50 min
185,25,Tuesday,12:00,230,15,0,3 hr 50 min
186,25,Wednesday,13:00,230,12,0,3 hr 50 min
187,16,Wednesday,08:00,110,15,0,1 hr 50 min
188,13,Tuesday,15:00,230,15,0,3 hr 50 min
189,13,Monday,08:00,170,12,0,2 hr 50 min
190,22,Wednesday,14:00,170,15,0,2 hr 50 min
191,17,Wednesday,15:00,110,12,0,1 hr 50 min
192,3,Wednesday,17:00,170,15,0,2 hr 50 min
193,12,Tuesday,14:00,170,15,0,2 hr 50 min
194,13,Wednesday,08:00,230,12,0,3 hr 50 min
195,35,Wednesday,15:00,170,15,0,2 hr 50 min
196,21,Wednesday,08:00,170,15,0,2 hr 50 min
197,3,Tuesday,15:00,170,12,0,2 hr 50 min
198,27,Tuesday,15:00,110,12,0,1 hr 50 min
199,3,Wednesday,13:00,110,12,0,1 hr 50 min
200,3,Monday,10:00,110,12,0,1 hr 50 min
201,16,Wednesday,10:00,110,12,0,1 hr 50 min
202,12,Monday,12:00,230,15,0,3 hr 50 min
203,21,Wednesday,14:00,110,15,0,1 hr 50 min
204,21,Monday,16:00,170,12,0,2 hr 50 min
205,6,Wednesday,09:00,230,15,0,3 hr 50 min
206,21,Tuesday,13:00,170,15,0,2 hr 50 min
207,30,Wednesday,08:00,110,12,0,1 hr 50 min
208,23,Wednesday,08:00,230,15,0,3 hr 50 min
209,9,Tuesday,12:00,110,15,0,1 hr 50 min
210,13,Tuesday,11:00,170,12,0,2 hr 50 min
211,22,Monday,10:00,110,15,0,1 hr 50 min
212,23,Wednesday,12:00,170,15,0,2 hr 50 min
213,23,Wednesday,12:00,110,12,0,1 hr 50 min
214,3,Tuesday,17:00,230,15,0,3 hr 50 min
215,25,Wednesday,10:00,170,15,0,2 hr 50 min
216,27,Wednesday,09:00,230,12,0,3 hr 50 min
217,8,Wednesday,12:00,110,15,0,1 hr 50 min
218,13,Wednesday,16:00,170,15,0,2 hr 50 min
219,18,Tuesday,16:00,170,15,0,2 hr 50 min
220,7,Tuesday,09:00,230,15,0,3 hr 50 min
221,25,Wednesday,16:00,110,15,0,1 hr 50 min
222,13,Tuesday,17:00,170,15,0,2 hr 50 min
223,18,Wednesday,10:00,230,15,0,3 hr 50 min
224,16,Wednesday,13:00,170,12,0,2 hr 50 min
225,28,Tuesday,11:00,230,15,0,3 hr 50 min
226,12,Wednesday,16:00,230,15,0,3 hr 50 min
227,22,Monday,08:00,110,12,0,1 hr 50 min
228,25,Tuesday,15:00,170,12,0,2 hr 50 min
229,23,Tuesday,17:00,230,12,0,3 hr 50 min
230,16,Tuesday,10:00,110,15,0,1 hr 50 min
231,16,Monday,16:00,230,15,0,3 hr 50 min
232,12,Wednesday,11:00,170,12,0,2 hr 50 min
233,16,Wednesday,11:00,230,15,0,3 hr 50 min
234,25,Wednesday,16:00,110,15,0,1 hr 50 min
235,28,Tuesday,11:00,230,12,0,3 hr 50 min
236,22,Wednesday,09:00,170,12,0,2 hr 50 min
237,26,Monday,16:00,170,15,0,2 hr 50 min
238,26,Wednesday,12:00,110,12,0,1 hr 50 min
239,21,Monday,13:00,230,12,0,3 hr 50 min
240,4,Tuesday,11:00,170,15,0,2 hr 50 min
241,4,Monday,10:00,230,15,0,3 hr 50 min
242,4,Wednesday,17:00,110,12,0,1 hr 50 min
243,22,Tuesday,10:00,170,12,0,2 hr 50 min
244,18,Tuesday,15:00,170,15,0,2 hr 50 min
245,26,Wednesday,10:00,170,12,0,2 hr 50 min
246,25,Tuesday,10:00,110,15,0,1 hr 50 min
247,26,Wednesday,17:00,110,12,0,1 hr 50 min
248,26,Wednesday,13:00,110,15,0,1 hr 50 min
249,23,Tuesday,14:00,230,12,0,3 hr 50 min
250,18,Monday,11:00,170,12,0,2 hr 50 min
251,18,Wednesday,08:00,230,12,0,3 hr 50 min
252,18,Monday,09:00,170,12,0,2 hr 50 min
253,18,Wednesday,10:00,110,12,0,1 hr 50 min
254,18,Tuesday,09:00,170,15,0,2 hr 50 min
255,18,Tuesday,17:00,170,12,0,2 hr 50 min
256,18,Wednesday,17:00,110,12,0,1 hr 50 min
257,18,Wednesday,14:00,170,15,0,2 hr 50 min
258,15,Tuesday,15:00,110,15,0,1 hr 50 min
259,16,Tuesday,17:00,170,12,0,2 hr 50 min
260,24,Wednesday,11:00,170,15,0,2 hr 50 min
261,11,Tuesday,13:00,170,15,0,2 hr 50 min
262,17,Monday,13:00,110,12,0,1 hr 50 min
263,24,Monday,12:00,170,12,0,2 hr 50 min
264,24,Tuesday,13:00,170,12,0,2 hr 50 min
265,10,Monday,16:00,170,12,0,2 hr 50 min
266,23,Monday,16:00,110,12,0,1 hr 50 min
267,10,Tuesday,13:00,230,15,0,3 hr 50 min
268,15,Wednesday,10:00,230,15,0,3 hr 50 min
269,15,Wednesday,17:00,110,15,0,1 hr 50 min
270,15,Tuesday,08:00,230,12,0,3 hr 50 min
271,24,Wednesday,12:00,170,12,0,2 hr 50 min
272,11,Monday,09:00,170,12,0,2 hr 50 min
273,11,Wednesday,09:00,230,12,0,3 hr 50 min
274,11,Wednesday,12:00,170,12,0,2 hr 50 min
275,24,Monday,12:00,110,15,0,1 hr 50 min
276,10,Wednesday,08:00,110,12,0,1 hr 50 min
277,10,Monday,14:00,170,12,0,2 hr 50 min
278,10,Tuesday,11:00,230,12,0,3 hr 50 min
279,15,Wednesday,15:00,230,15,0,3 hr 50 min
280,15,Wednesday,15:00,170,15,0,2 hr 50 min
281,15,Tuesday,12:00,230,15,0,3 hr 50 min
282,15,Tuesday,13:00,110,12,0,1 hr 50 min
283,26,Wednesday,11:00,230,15,0,3 hr 50 min
284,26,Tuesday,11:00,110,15,0,1 hr 50 min
285,15,Wednesday,14:00,230,15,0,3 hr 50 min
286,26,Tuesday,14:00,110,15,0,1 hr 50 min
287,10,Monday,12:00,230,15,0,3 hr 50 min
288,12,Tuesday,14:00,110,15,0,1 hr 50 min
289,18,Tuesday,12:00,110,15,0,1 hr 50 min
290,18,Wednesday,15:00,170,12,0,2 hr 50 min
291,18,Tuesday,17:00,110,15,0,1 hr 50 min
292,18,Wednesday,13:00,110,15,0,1 hr 50 min
293,12,Monday,12:00,230,15,0,3 hr 50 min
294,26,Wednesday,10:00,110,12,0,1 hr 50 min
295,3,Monday,09:00,110,15,0,1 hr 50 min
296,26,Wednesday,09:00,170,12,0,2 hr 50 min
297,26,Tuesday,16:00,170,15,0,2 hr 50 min
298,26,Tuesday,17:00,170,12,0,2 hr 50 min
299,26,Wednesday,14:00,170,15,0,2 hr 50 min
300,26,Tuesday,17:00,110,15,0,1 hr 50 min
301,26,Wednesday,10:00,230,15,0,3 hr 50 min
302,26,Tuesday,15:00,170,12,0,2 hr 50 min
303,1,Wednesday,15:00,110,15,0,1 hr 50 min
304,8,Wednesday,10:00,230,15,0,3 hr 50 min
305,8,Tuesday,08:00,170,12,0,2 hr 50 min
306,23,Thursday,10:00,110,13,0,1 hr 50 min
307,4,Monday,13:00,230,15,0,3 hr 50 min
308,25,Wednesday,15:00,170,12,0,2 hr 50 min
309,10,Tuesday,11:00,110,15,0,1 hr 50 min
310,24,Tuesday,10:00,110,12,0,1 hr 50 min
311,28,Wednesday,15:00,230,15,0,3 hr 50 min
312,22,Monday,11:00,230,15,0,3 hr 50 min
313,24,Tuesday,14:00,230,12,0,3 hr 50 min
314,18,Tuesday,13:00,110,12,0,1 hr 50 min
315,15,Wednesday,16:00,110,12,0,1 hr 50 min
316,15,Tuesday,11:00,170,15,0,2 hr 50 min
317,22,Wednesday,09:00,170,15,0,2 hr 50 min
318,18,Wednesday,13:00,230,15,0,3 hr 50 min
319,10,Tuesday,16:00,230,15,0,3 hr 50 min
320,15,Tuesday,16:00,230,12,0,3 hr 50 min
321,15,Tuesday,13:00,170,12,0,2 hr 50 min
322,24,Tuesday,14:00,170,12,0,2 hr 50 min
323,23,Thursday,12:00,110,13,0,1 hr 50 min
324,8,Tuesday,17:00,110,12,0,1 hr 50 min
325,16,Wednesday,09:00,110,15,0,1 hr 50 min
326,17,Monday,11:00,170,15,0,2 hr 50 min
327,8,Monday,10:00,170,15,0,2 hr 50 min
328,3,Monday,08:00,170,12,0,2 hr 50 min
329,9,Monday,08:00,110,12,0,1 hr 50 min
330,21,Wednesday,13:00,170,12,0,2 hr 50 min
331,3,Monday,09:00,170,15,0,2 hr 50 min
332,3,Wednesday,17:00,230,12,0,3 hr 50 min
333,9,Monday,12:00,170,12,0,2 hr 50 min
334,9,Monday,16:00,110,15,0,1 hr 50 min
335,6,Monday,14:00,110,15,0,1 hr 50 min
336,6,Monday,17:00,170,12,0,2 hr 50 min
337,26,Monday,10:00,230,15,0,3 hr 50 min
338,15,Wednesday,17:00,110,15,0,1 hr 50 min
339,23,Tuesday,13:00,230,15,0,3 hr 50 min
340,24,Tuesday,10:00,230,15,0,3 hr 50 min
341,18,Tuesday,13:00,170,15,0,2 hr 50 min
342,24,Wednesday,15:00,110,15,0,1 hr 50 min
343,10,Wednesday,10:00,230,12,0,3 hr 50 min
344,18,Monday,16:00,170,15,0,2 hr 50 min
345,10,Tuesday,08:00,230,12,0,3 hr 50 min
346,18,Monday,11:00,170,12,0,2 hr 50 min
347,11,Wednesday,09:00,110,12,0,1 hr 50 min
348,10,Tuesday,16:00,230,12,0,3 hr 50 min
349,10,Tuesday,17:00,110,15,0,1 hr 50 min
350,10,Monday,17:00,230,15,0,3 hr 50 min
351,11,Tuesday,16:00,110,15,0,1 hr 50 min
352,12,Wednesday,08:00,170,15,0,2 hr 50 min
353,3,Wednesday,13:00,230,15,0,3 hr 50 min
354,23,Monday,11:00,110,15,0,1 hr 50 min
355,23,Tuesday,09:00,230,15,0,3 hr 50 min
356,21,Monday,12:00,170,12,0,2 hr 50 min
