Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Wednesday,17:00,110,15,0,1 hr 50 min
2,7,Wednesday,08:00,110,15,0,1 hr 50 min
3,3,Tuesday,15:00,230,15,0,3 hr 50 min
4,11,Tuesday,12:00,110,15,0,1 hr 50 min
5,25,Monday,08:00,110,12,0,1 hr 50 min
6,23,Wednesday,15:00,110,15,0,1 hr 50 min
7,33,Tuesday,12:00,230,12,0,3 hr 50 min
8,21,Monday,12:00,110,12,0,1 hr 50 min
9,19,Tuesday,16:00,110,12,0,1 hr 50 min
10,6,Tuesday,12:00,230,12,0,3 hr 50 min
11,21,Tuesday,11:00,230,15,0,3 hr 50 min
12,21,Wednesday,13:00,110,12,0,1 hr 50 min
13,8,Wednesday,17:00,170,12,0,2 hr 50 min
14,34,Monday,14:00,110,12,0,1 hr 50 min
15,8,Wednesday,17:00,230,12,0,3 hr 50 min
16,8,Wednesday,15:00,170,12,0,2 hr 50 min
17,35,Tuesday,13:00,170,12,0,2 hr 50 min
18,30,Monday,14:00,170,12,0,2 hr 50 min
19,8,Tuesday,17:00,230,12,0,3 hr 50 min
20,5,Wednesday,14:00,170,15,0,2 hr 50 min
21,22,Monday,15:00,110,15,0,1 hr 50 min
22,8,Monday,17:00,230,12,0,3 hr 50 min
23,30,Monday,09:00,110,15,0,1 hr 50 min
24,11,Monday,17:00,170,15,0,2 hr 50 min
25,23,Wednesday,09:00,230,15,0,3 hr 50 min
26,9,Wednesday,09:00,230,12,0,3 hr 50 min
27,22,Monday,10:00,110,15,0,1 hr 50 min
28,12,Monday,08:00,110,12,0,1 hr 50 min
29,21,Tuesday,16:00,230,12,0,3 hr 50 min
30,21,Wednesday,14:00,110,12,0,1 hr 50 min
31,27,Monday,14:00,170,12,0,2 hr 50 min
32,12,Monday,10:00,230,12,0,3 hr 50 min
33,23,Wednesday,10:00,110,12,0,1 hr 50 min
34,8,Wednesday,11:00,110,12,0,1 hr 50 min
35,16,Wednesday,09:00,230,15,0,3 hr 50 min
36,30,Tuesday,11:00,170,12,0,2 hr 50 min
37,22,Wednesday,13:00,170,15,0,2 hr 50 min
38,27,Monday,16:00,230,15,0,3 hr 50 min
39,27,Tuesday,17:00,170,12,0,2 hr 50 min
40,7,Monday,16:00,230,15,0,3 hr 50 min
41,8,Wednesday,09:00,230,12,0,3 hr 50 min
42,22,Wednesday,14:00,110,15,0,1 hr 50 min
43,30,Wednesday,14:00,230,12,0,3 hr 50 min
44,2,Monday,09:00,170,15,0,2 hr 50 min
45,25,Wednesday,11:00,230,12,0,3 hr 50 min
46,21,Tuesday,17:00,110,12,0,1 hr 50 min
47,13,Monday,10:00,230,12,0,3 hr 50 min
48,15,Tuesday,10:00,110,15,0,1 hr 50 min
49,15,Tuesday,12:00,170,15,0,2 hr 50 min
50,12,Wednesday,15:00,170,12,0,2 hr 50 min
51,17,Wednesday,16:00,110,15,0,1 hr 50 min
52,13,Wednesday,17:00,230,15,0,3 hr 50 min
53,3,Monday,17:00,230,15,0,3 hr 50 min
54,7,Tuesday,08:00,230,15,0,3 hr 50 min
