Class ID,Room ID,Day,Start Time,Duration (min),Weeks Active,Penalty,Proper Time
1,18,Monday,11:00,230,12,0,3 hr 50 min
2,7,Tuesday,15:00,230,15,0,3 hr 50 min
3,11,Tuesday,11:00,230,12,0,3 hr 50 min
4,33,Wednesday,17:00,170,12,0,2 hr 50 min
5,25,Wednesday,15:00,170,15,0,2 hr 50 min
6,5,Tuesday,13:00,110,15,0,1 hr 50 min
7,29,Tuesday,14:00,230,12,0,3 hr 50 min
8,14,Monday,10:00,230,15,0,3 hr 50 min
9,6,Monday,12:00,230,15,0,3 hr 50 min
10,15,Monday,10:00,170,12,0,2 hr 50 min
11,31,Monday,12:00,170,12,0,2 hr 50 min
12,3,Monday,13:00,170,12,0,2 hr 50 min
13,10,Wednesday,11:00,110,15,0,1 hr 50 min
14,11,Monday,14:00,170,12,0,2 hr 50 min
15,8,Wednesday,15:00,230,12,0,3 hr 50 min
16,11,Wednesday,17:00,230,15,0,3 hr 50 min
17,24,Monday,10:00,170,12,0,2 hr 50 min
18,9,Monday,16:00,230,15,0,3 hr 50 min
19,8,Tuesday,12:00,230,12,0,3 hr 50 min
20,31,Tuesday,14:00,110,12,0,1 hr 50 min
21,22,Wednesday,15:00,110,12,0,1 hr 50 min
22,23,Tuesday,16:00,230,12,0,3 hr 50 min
23,35,Tuesday,17:00,230,15,0,3 hr 50 min
24,17,Monday,09:00,170,12,0,2 hr 50 min
25,23,Wednesday,16:00,110,15,0,1 hr 50 min
26,5,Tuesday,08:00,110,12,0,1 hr 50 min
27,22,Wednesday,12:00,230,15,0,3 hr 50 min
28,23,Wednesday,14:00,230,12,0,3 hr 50 min
29,3,Tuesday,15:00,170,15,0,2 hr 50 min
30,27,Wednesday,13:00,170,15,0,2 hr 50 min
31,6,Monday,11:00,170,12,0,2 hr 50 min
32,12,Wednesday,10:00,170,12,0,2 hr 50 min
33,8,Monday,13:00,230,15,0,3 hr 50 min
34,8,Monday,15:00,110,12,0,1 hr 50 min
35,22,Wednesday,15:00,230,12,0,3 hr 50 min
36,30,Tuesday,12:00,110,15,0,1 hr 50 min
37,3,Tuesday,08:00,170,15,0,2 hr 50 min
38,27,Wednesday,13:00,170,15,0,2 hr 50 min
39,14,Monday,09:00,110,15,0,1 hr 50 min
40,7,Tuesday,12:00,230,15,0,3 hr 50 min
41,8,Monday,15:00,110,15,0,1 hr 50 min
42,27,Wednesday,12:00,230,15,0,3 hr 50 min
43,30,Monday,08:00,230,12,0,3 hr 50 min
44,2,Wednesday,12:00,110,12,0,1 hr 50 min
45,16,Monday,14:00,110,15,0,1 hr 50 min
46,13,Tuesday,17:00,110,12,0,1 hr 50 min
47,8,Wednesday,08:00,110,15,0,1 hr 50 min
48,15,Wednesday,12:00,170,12,0,2 hr 50 min
49,15,Wednesday,09:00,230,12,0,3 hr 50 min
50,23,Tuesday,09:00,170,12,0,2 hr 50 min
51,27,Wednesday,08:00,110,15,0,1 hr 50 min
52,7,Wednesday,14:00,170,12,0,2 hr 50 min
53,21,Wednesday,15:00,110,12,0,1 hr 50 min
54,13,Wednesday,10:00,110,12,0,1 hr 50 min
55,27,Tuesday,11:00,110,12,0,1 hr 50 min
56,24,Monday,13:00,230,12,0,3 hr 50 min
57,21,Monday,13:00,230,15,0,3 hr 50 min
58,7,Wednesday,10:00,230,15,0,3 hr 50 min
59,25,Monday,15:00,170,12,0,2 hr 50 min
60,13,Wednesday,10:00,170,12,0,2 hr 50 min
61,25,Tuesday,14:00,170,15,0,2 hr 50 min
62,22,Tuesday,16:00,170,15,0,2 hr 50 min
63,16,Monday,15:00,170,15,0,2 hr 50 min
64,7,Tuesday,16:00,170,12,0,2 hr 50 min
65,13,Tuesday,14:00,170,15,0,2 hr 50 min
66,27,Wednesday,13:00,230,15,0,3 hr 50 min
67,17,Monday,08:00,170,12,0,2 hr 50 min
68,16,Monday,15:00,230,12,0,3 hr 50 min
69,27,Monday,08:00,170,15,0,2 hr 50 min
70,27,Monday,12:00,110,15,0,1 hr 50 min
71,22,Wednesday,14:00,230,12,0,3 hr 50 min
72,25,Wednesday,12:00,110,12,0,1 hr 50 min
73,16,Wednesday,16:00,230,15,0,3 hr 50 min
74,12,Monday,15:00,230,15,0,3 hr 50 min
75,23,Wednesday,11:00,110,15,0,1 hr 50 min
76,25,Tuesday,17:00,110,12,0,1 hr 50 min
77,22,Tuesday,14:00,110,12,0,1 hr 50 min
78,21,Tuesday,17:00,110,12,0,1 hr 50 min
79,21,Tuesday,13:00,110,12,0,1 hr 50 min
80,26,Monday,08:00,230,12,0,3 hr 50 min
81,15,Wednesday,13:00,230,12,0,3 hr 50 min
82,27,Wednesday,17:00,110,15,0,1 hr 50 min
83,13,Tuesday,17:00,170,15,0,2 hr 50 min
84,26,Wednesday,15:00,110,15,0,1 hr 50 min
85,15,Wednesday,09:00,170,15,0,2 hr 50 min
86,16,Monday,12:00,110,15,0,1 hr 50 min
87,4,Tuesday,12:00,230,15,0,3 hr 50 min
88,23,Tuesday,08:00,110,13,0,1 hr 50 min
89,13,Tuesday,10:00,110,15,0,1 hr 50 min
90,3,Wednesday,09:00,110,12,0,1 hr 50 min
91,25,Monday,16:00,170,12,0,2 hr 50 min
92,27,Tuesday,14:00,110,15,0,1 hr 50 min
93,7,Tuesday,16:00,230,15,0,3 hr 50 min
94,22,Wednesday,11:00,110,12,0,1 hr 50 min
95,7,Wednesday,13:00,110,12,0,1 hr 50 min
96,25,Tuesday,10:00,110,12,0,1 hr 50 min
97,13,Monday,09:00,110,12,0,1 hr 50 min
98,27,Monday,17:00,110,15,0,1 hr 50 min
99,16,Wednesday,09:00,110,15,0,1 hr 50 min
100,17,Monday,16:00,170,15,0,2 hr 50 min
101,13,Wednesday,17:00,110,15,0,1 hr 50 min
102,22,Wednesday,16:00,170,12,0,2 hr 50 min
103,22,Tuesday,10:00,110,12,0,1 hr 50 min
104,25,Monday,15:00,230,15,0,3 hr 50 min
105,7,Monday,11:00,170,12,0,2 hr 50 min
106,25,Wednesday,13:00,110,12,0,1 hr 50 min
107,8,Wednesday,09:00,170,15,0,2 hr 50 min
108,3,Wednesday,17:00,110,15,0,1 hr 50 min
109,25,Tuesday,10:00,170,15,0,2 hr 50 min
110,8,Monday,16:00,110,12,0,1 hr 50 min
111,8,Tuesday,17:00,170,12,0,2 hr 50 min
